frame,packet_index_zero_based,timestamp_utc,relative_ms,usb_bus,usb_device,usbpcap_function_numeric,function_semantic_class,status,status_semantic,transfer_type,endpoint,direction,usbpcap_info,urb_stage,data_length,wrapper,a0_control,marker_operator_phase,interpretation,evidence_class
174,173,2026-08-22T20:56:44.311001Z,764.747,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
175,174,2026-08-22T20:56:44.311250Z,764.996,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
176,175,2026-08-22T20:56:44.332883Z,786.629,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
177,176,2026-08-22T20:56:44.333731Z,787.477,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
178,177,2026-08-22T20:56:44.342900Z,796.646,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,24,0xa0,0x36,VM_USB_ATTACH_BEGIN,manual no-finger FDT baseline sample,OBSERVED
179,178,2026-08-22T20:56:44.346378Z,800.124,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x32,VM_USB_ATTACH_BEGIN,FDT finger-down arm,OBSERVED
180,179,2026-08-22T20:56:44.346988Z,800.734,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
181,180,2026-08-22T20:56:44.347221Z,800.967,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
182,181,2026-08-22T20:56:44.347335Z,801.081,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,VM_USB_ATTACH_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
183,182,2026-08-22T20:56:44.347723Z,801.469,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,VM_USB_ATTACH_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
186,185,2026-08-22T20:56:53.586901Z,10040.647,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0xc0010000,USBD_STATUS_CANCELED,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,0,none,,GUEST_27C6_5125_PRESENT,canceled bulk-IN completion; host request cancellation evidence only,OBSERVED
187,186,2026-08-22T20:57:20.404812Z,36858.558,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,HELLO_SETUP_UI_CHECK_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
188,187,2026-08-22T20:57:20.427353Z,36881.099,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x01,HELLO_SETUP_UI_CHECK_BEGIN,bounded no-ack state form,OBSERVED
189,188,2026-08-22T20:57:20.428069Z,36881.815,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,HELLO_SETUP_UI_CHECK_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
190,189,2026-08-22T20:57:20.458080Z,36911.826,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0xd5,HELLO_SETUP_UI_CHECK_BEGIN,D4 wire coordinate,OBSERVED
191,190,2026-08-22T20:57:20.459012Z,36912.758,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,HELLO_SETUP_UI_CHECK_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
192,191,2026-08-22T20:57:20.529463Z,36983.209,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x01,HELLO_SETUP_UI_CHECK_BEGIN,bounded no-ack state form,OBSERVED
193,192,2026-08-22T20:57:20.530352Z,36984.098,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,HELLO_SETUP_UI_CHECK_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
194,193,2026-08-22T20:57:20.574716Z,37028.462,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0xaf,HELLO_SETUP_UI_CHECK_BEGIN,MCU state query wire coordinate,OBSERVED
195,194,2026-08-22T20:57:20.575600Z,37029.346,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,HELLO_SETUP_UI_CHECK_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
196,195,2026-08-22T20:57:20.575648Z,37029.394,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,24,0xa0,0xae,HELLO_SETUP_UI_CHECK_BEGIN,MCU state response,OBSERVED
197,196,2026-08-22T20:57:20.578391Z,37032.137,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,HELLO_SETUP_UI_CHECK_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
198,197,2026-08-22T20:57:27.322625Z,43776.371,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x32,HELLO_SETUP_UI_CHECK_BEGIN,FDT finger-down arm,OBSERVED
199,198,2026-08-22T20:57:27.343366Z,43797.112,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,HELLO_SETUP_UI_CHECK_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
200,199,2026-08-22T20:57:27.343403Z,43797.149,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,HELLO_SETUP_UI_CHECK_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
201,200,2026-08-22T20:57:27.401146Z,43854.892,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,HELLO_SETUP_UI_CHECK_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
202,201,2026-08-22T20:57:56.429744Z,72883.490,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0xc0010000,USBD_STATUS_CANCELED,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,0,none,,REENTRY_BEGIN,canceled bulk-IN completion; host request cancellation evidence only,OBSERVED
203,202,2026-08-22T20:57:59.747567Z,76201.313,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,REENTRY_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
204,203,2026-08-22T20:57:59.748553Z,76202.299,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x01,REENTRY_BEGIN,bounded no-ack state form,OBSERVED
205,204,2026-08-22T20:57:59.755895Z,76209.641,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,REENTRY_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
206,205,2026-08-22T20:57:59.768352Z,76222.098,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0xd5,REENTRY_BEGIN,D4 wire coordinate,OBSERVED
207,206,2026-08-22T20:57:59.772356Z,76226.102,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,REENTRY_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
208,207,2026-08-22T20:57:59.806056Z,76259.802,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x01,REENTRY_BEGIN,bounded no-ack state form,OBSERVED
209,208,2026-08-22T20:57:59.806557Z,76260.303,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,REENTRY_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
210,209,2026-08-22T20:57:59.831667Z,76285.413,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0xaf,REENTRY_BEGIN,MCU state query wire coordinate,OBSERVED
211,210,2026-08-22T20:57:59.832173Z,76285.919,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,REENTRY_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
212,211,2026-08-22T20:57:59.832251Z,76285.997,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,24,0xa0,0xae,REENTRY_BEGIN,MCU state response,OBSERVED
213,212,2026-08-22T20:57:59.843231Z,76296.977,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,REENTRY_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
214,213,2026-08-22T20:58:04.344844Z,80798.590,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x00,SUBMISSION,64,0xa0,0x32,REENTRY_BEGIN,FDT finger-down arm,OBSERVED
215,214,2026-08-22T20:58:04.379871Z,80833.617,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x01,HOST_TO_DEVICE,0x01,COMPLETION,0,none,,REENTRY_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
216,215,2026-08-22T20:58:04.379960Z,80833.706,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,10,0xa0,0xb0,REENTRY_BEGIN,A0 transport ACK; echo/status metadata present,OBSERVED
217,216,2026-08-22T20:58:04.380538Z,80834.284,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0x00000000,USBD_STATUS_SUCCESS,3:BULK,0x81,DEVICE_TO_HOST,0x00,SUBMISSION,0,none,,REENTRY_BEGIN,bulk_or_interrupt_transfer with no captured data,OBSERVED
218,217,2026-08-22T20:58:26.117654Z,102571.400,1,2,0x0009,BULK_OR_INTERRUPT_TRANSFER,0xc0010000,USBD_STATUS_CANCELED,3:BULK,0x81,DEVICE_TO_HOST,0x01,COMPLETION,0,none,,OPERATOR_PHASES_COMPLETE,canceled bulk-IN completion; host request cancellation evidence only,OBSERVED
